STREET,DISTRICT,AREA_M2,ROOMS,PRICE,PROPERTY_CONDITION,COMFORT,ENERGY_USAGE,FLOOR,LIFT,BUILDING_HEIGHT,INNER_HEIGHT,AIR_CONDITIONING,FURNISHED,UTILITIES_EXPENSE,WHEELCHAIR_ACCESSIBLE,ORIENTATION,VIEW,BALCONY,HAS_GARDEN,HAS_ATTIC,HAS_EQUIPMENT,PET,SMOKING,PARKING,PANEL_PROGRAM
 Budakeszi ut,II,45,1,453.0,4.0,3.0,,2.0,1.0,6.0,1.0,0,4.0,85.0,0,,panoramic,8.0,1.0,0.0,1.0,1.0,,1,
 Kassak Lajos utca,XIII,26,1,362.0,5.0,3.0,,1.0,0.0,3.0,2.0,0,4.0,45.0,0,north-east,street,0.0,0.0,0.0,1.0,0.0,not allowed,0,
 Telepes utca 10.,XIV,86,3,589.0,4.0,,,2.0,0.0,2.0,,0,1.0,112.0,0,,street,0.0,,,1.0,,,0,
 Hunfalvy utca,I,100,3,1583.0,4.0,3.0,,1.0,0.0,2.0,,1,2.0,0.0,0,,street,10.0,0.0,1.0,1.0,1.0,not allowed,1,
 Pottyos utca,IX,40,1,362.0,4.0,,,3.0,0.0,4.0,1.0,0,4.0,91.0,0,south-east,street,0.0,0.0,,1.0,0.0,not allowed,0,
 Aradi utca,VI,30,1,393.0,5.0,3.0,,2.0,1.0,4.0,2.0,0,4.0,45.0,0,south-east,court,0.0,0.0,0.0,1.0,0.0,not allowed,0,
 Vorosmarty utca,VI,70,3,604.0,4.0,3.0,,0.0,1.0,4.0,2.0,0,4.0,106.0,1,south-west,court,0.0,0.0,0.0,1.0,0.0,not allowed,0,
 Kacsa utca,II,45,2,513.0,5.0,3.0,,4.0,0.0,5.0,1.0,0,4.0,45.0,0,south-east,street,0.0,0.0,0.0,1.0,0.0,not allowed,0,
 Kazinczy utca 20.,XIX,52,2,453.0,5.0,3.0,,4.0,1.0,10.0,1.0,1,1.0,0.0,0,,street,0.0,,0.0,0.0,1.0,not allowed,1,
 Disz ter 16.,I,93,3,2869.0,5.0,4.0,,1.0,,,,1,4.0,0.0,0,,panoramic,0.0,,0.0,1.0,0.0,not allowed,1,
 Ipoly utca,XIII,32,1,362.0,4.0,3.0,,2.0,1.0,4.0,2.0,0,4.0,0.0,0,east,court,0.0,0.0,0.0,1.0,0.0,not allowed,0,
 Budateteny,XXII,45,1,574.0,5.0,3.0,,0.0,1.0,3.0,1.0,0,3.0,0.0,0,south-west,garden,0.0,1.0,0.0,1.0,,,1,
 Karinthy Frigyes ut,XI,42,2,498.0,5.0,3.0,,5.0,1.0,7.0,1.0,0,4.0,45.0,0,north-east,street,0.0,0.0,0.0,1.0,0.0,not allowed,0,
 Vercse koz,XII,32,1,393.0,5.0,3.0,,1.0,0.0,3.0,1.0,0,3.0,45.0,0,south-east,street,5.0,0.0,0.0,1.0,0.0,not allowed,0,
 Deri Miksa utca,VIII,48,2,513.0,6.0,3.0,,2.0,1.0,5.0,1.0,0,4.0,45.0,0,west,street,7.0,0.0,0.0,1.0,0.0,not allowed,0,
 Koszeg utca,XIV,51,1,513.0,6.0,3.0,,0.0,0.0,3.0,1.0,1,4.0,60.0,0,south-east,court,0.0,0.0,0.0,1.0,0.0,not allowed,0,
 Teve utca,XIII,61,3,785.0,6.0,3.0,,3.0,1.0,8.0,1.0,1,4.0,60.0,0,south-east,street,0.0,0.0,0.0,1.0,1.0,not allowed,0,
 Palya utca,IV,59,1,604.0,5.0,3.0,,3.0,0.0,4.0,1.0,0,4.0,91.0,0,south-east,street,7.0,0.0,0.0,1.0,0.0,not allowed,0,
 Dobrentei utca,I,39,1,604.0,5.0,3.0,,2.0,0.0,4.0,1.0,0,4.0,76.0,0,south-east,court,0.0,0.0,0.0,1.0,0.0,not allowed,0,
 Szovetseg utca,VII,49,1,498.0,5.0,3.0,,0.0,0.0,4.0,1.0,0,4.0,45.0,0,south-east,street,0.0,0.0,0.0,1.0,1.0,not allowed,0,
 Dohany utca,VII,48,2,604.0,5.0,3.0,,3.0,0.0,4.0,1.0,0,4.0,45.0,0,south-east,street,0.0,0.0,0.0,1.0,0.0,not allowed,0,
 Temesvar utca,XVIII,30,1,272.0,4.0,,,,,1.0,,0,4.0,91.0,0,west,court,0.0,1.0,,1.0,,not allowed,1,
 Rozsos utca,XVI,120,3,695.0,5.0,3.0,,1.0,,2.0,,1,1.0,0.0,0,,,0.0,,1.0,,0.0,,1,
 Hogyes Endre utca,IX,50,2,453.0,,3.0,,2.0,1.0,3.0,2.0,0,4.0,0.0,0,,court,0.0,,,1.0,,,,
 Rippl-Ronai utca,VI,43,1,483.0,5.0,3.0,,3.0,0.0,3.0,2.0,0,4.0,91.0,0,south-west,court,0.0,0.0,0.0,1.0,0.0,not allowed,0,
 Angyalfold,XIII,70,3,604.0,5.0,3.0,,,1.0,,,1,1.0,0.0,0,,garden,0.0,,,1.0,1.0,,,
 Epito utca,XVIII,43,1,347.0,5.0,3.0,,4.0,,,1.0,0,3.0,76.0,0,south-east,panoramic,0.0,,,0.0,0.0,not allowed,1,
 Marek Jozsef utca,VII,76,2,664.0,4.0,3.0,,1.0,0.0,4.0,2.0,0,2.0,0.0,0,north-east,,0.0,,0.0,,0.0,not allowed,0,
 Nagysandor Jozsef utca 4.,XX,35,1,272.0,4.0,3.0,,1.0,0.0,2.0,,0,4.0,60.0,0,,street,2.0,0.0,0.0,1.0,0.0,,1,
 Rona utca,XIV,55,1,242.0,4.0,,,1.0,,,,0,,0.0,0,,,6.0,1.0,,1.0,0.0,not allowed,0,
 Lehel ter,XIII,13,1,227.0,4.0,3.0,,6.0,1.0,6.0,1.0,0,4.0,60.0,0,east,street,40.0,,0.0,1.0,0.0,not allowed,0,
 Telepes utca,XIV,35,1,302.0,3.0,2.0,,0.0,0.0,1.0,1.0,0,,0.0,0,,,0.0,,0.0,,0.0,,1,
 Kelenfold,XI,69,2,755.0,5.0,,,2.0,1.0,,1.0,0,,0.0,0,south-east,,22.0,,0.0,,,,,
 Jozsef utca 31.,VIII,24,1,272.0,,,,,,,,0,,0.0,0,,,0.0,,,,,,,
 Erdosor utca,XXI,52,2,332.0,5.0,3.0,,0.0,0.0,4.0,1.0,0,,0.0,1,,,4.0,,,,0.0,not allowed,1,
 Gergely utca,X,60,2,695.0,,,,,,,,0,,0.0,0,,,8.0,,,,,,,
 Viza utca,XIII,71,2,831.0,5.0,3.0,,4.0,1.0,4.0,1.0,1,2.0,91.0,1,east,court,3.0,0.0,0.0,1.0,1.0,not allowed,1,
 Jozsef utca 43-45.,VIII,52,2,544.0,,,,,,,,0,,0.0,0,,,0.0,,,,,,,
 Kobanya utca,III,80,2,332.0,3.0,,,,,1.0,1.0,0,1.0,91.0,0,south-east,,20.0,1.0,,,1.0,allowed,1,
 Baross utca 60.,XX,12,1,211.0,,,,,,,,0,4.0,45.0,0,,,0.0,,,1.0,0.0,not allowed,1,
 Dembinszky utca,VII,73,2,513.0,4.0,3.0,,4.0,0.0,4.0,2.0,0,4.0,0.0,0,,street,0.0,0.0,0.0,1.0,,not allowed,0,
 Jozsefvaros  Magdolnanegyed,VIII,25,1,302.0,5.0,3.0,,5.0,1.0,5.0,1.0,0,4.0,76.0,0,,court,0.0,,,1.0,,not allowed,0,
 Harrer Pal utca,III,52,2,423.0,,,,9.0,1.0,10.0,1.0,0,4.0,0.0,1,,,0.0,,,1.0,,,0,
 Petnehazy utca,XIII,75,3,755.0,6.0,,,2.0,1.0,,,0,,0.0,0,east,court,7.0,,0.0,,,,,
 Dozsa Gyorgy ut,VII,32,1,393.0,4.0,2.0,,2.0,0.0,3.0,,0,3.0,0.0,0,,,0.0,,0.0,1.0,0.0,,,
 Kulso-Terezvaros  Diplomatanegyed,VI,33,1,510.0,5.0,,,0.0,0.0,,2.0,0,,0.0,0,east,,0.0,,0.0,,,,,
 Ujvidek ter,XIV,12,1,136.0,3.0,3.0,,,0.0,,1.0,0,1.0,45.0,0,west,street,0.0,,0.0,1.0,0.0,not allowed,0,
 Palotas ter,XV,35,1,272.0,,,,,,,,0,,18.0,0,,,0.0,,,,,,,
 Angyalfoldi ut 5.,XIII,35,1,453.0,,,,,,,,0,,24.0,0,,,4.0,,,,,,,
 Torokvesz,II,54,2,589.0,5.0,3.0,,0.0,0.0,2.0,,1,4.0,60.0,0,east,garden,0.0,,,,0.0,,,
 Pacolo utca,IV,54,1,423.0,4.0,,,1.0,0.0,4.0,1.0,0,4.0,0.0,0,west,garden,0.0,0.0,,1.0,0.0,not allowed,1,0.0
 Povl Bang-Jensen utca 2.,XI,32,1,453.0,,,,,,,,0,,0.0,0,,,8.0,,,,,,,
 Szent Istvan korut 15.,V,56,1,544.0,,,,,,,,0,,36.0,0,,,0.0,,,,,,,
 Vagohid utca,IX,46,2,574.0,6.0,3.0,,4.0,1.0,9.0,1.0,0,1.0,0.0,1,south,garden,10.0,1.0,0.0,1.0,0.0,not allowed,0,
 Nagy Lajos kiraly utja,XIV,47,1,453.0,5.0,3.0,19,4.0,1.0,6.0,1.0,1,1.0,0.0,0,south-west,street,3.0,0.0,0.0,0.0,1.0,not allowed,0,
 Bagaria utca,IV,60,2,483.0,4.0,3.0,,2.0,0.0,3.0,1.0,0,3.0,60.0,0,south,panoramic,5.0,0.0,0.0,1.0,,not allowed,1,
 Dagaly utca 5-7,XIII,36,1,468.0,6.0,3.0,14,4.0,1.0,10.0,1.0,1,1.0,76.0,1,west,panoramic,6.0,0.0,0.0,1.0,0.0,not allowed,1,
 Franklin utca,I,60,2,574.0,5.0,3.0,,2.0,,6.0,1.0,0,3.0,48.0,0,,street,5.0,0.0,0.0,,,,0,
 Keserufu utca,XI,46,2,680.0,6.0,,,,1.0,,,1,4.0,60.0,1,,,7.0,0.0,,1.0,0.0,not allowed,0,
 Derkovits Gyula utca,XVIII,30,1,302.0,5.0,,,0.0,0.0,1.0,,0,4.0,45.0,0,,court,0.0,1.0,,1.0,0.0,,0,
 Dagaly utca,XIII,33,1,498.0,6.0,3.0,12,2.0,1.0,9.0,1.0,0,4.0,45.0,0,south-west,street,4.0,0.0,0.0,1.0,0.0,not allowed,0,
 Bulcsu utca 21.,XIII,50,2,604.0,5.0,3.0,,1.0,1.0,4.0,2.0,0,4.0,0.0,0,south,street,0.0,0.0,0.0,,0.0,not allowed,0,
 Fogarasi ut,XIV,34,1,378.0,4.0,3.0,,1.0,0.0,4.0,,0,2.0,45.0,0,,street,0.0,,,1.0,0.0,not allowed,1,
 Nadorliget utca,XI,64,2,634.0,5.0,3.0,,2.0,1.0,6.0,1.0,0,1.0,0.0,0,west,street,14.0,,0.0,,1.0,,0,
 Boglar utca,III,66,3,483.0,4.0,3.0,,7.0,1.0,10.0,1.0,1,4.0,136.0,0,east,panoramic,4.0,0.0,0.0,1.0,0.0,not allowed,1,0.0
 Ulloi ut 809.,XVIII,41,1,453.0,5.0,3.0,,1.0,0.0,4.0,1.0,0,4.0,0.0,0,east,court,0.0,0.0,0.0,1.0,1.0,not allowed,1,
 Szendro utca,XII,64,1,906.0,5.0,3.0,,2.0,0.0,4.0,,1,4.0,0.0,0,,panoramic,5.0,,,1.0,1.0,,1,
 Drava utca,XIII,33,1,362.0,5.0,3.0,,3.0,0.0,4.0,2.0,0,4.0,60.0,0,north-east,street,0.0,0.0,1.0,1.0,0.0,not allowed,0,
 Hollos Korvin Lajos utca 5.,III,51,2,438.0,,,,,,,,0,,97.0,0,,,0.0,,,,,,,
 Harmat utca 40.,X,56,2,393.0,5.0,,,1.0,,4.0,,0,,91.0,0,south-west,court,5.0,,,1.0,,,,
 Nyiregyhaza utca,XVIII,29,1,272.0,4.0,,,,,,,0,4.0,91.0,0,south-west,,0.0,1.0,,,0.0,not allowed,,
 Lehel utca,VI,134,3,951.0,4.0,4.0,,2.0,0.0,,,1,3.0,76.0,0,west,street,0.0,0.0,,1.0,,,,
 Meredek utca,XII,75,2,906.0,5.0,3.0,,1.0,,,,1,4.0,0.0,0,,panoramic,10.0,,,1.0,,,1,
 Torokor utca,XIV,50,2,393.0,4.0,3.0,,0.0,,4.0,,0,,91.0,0,,garden,2.0,,,,,,,
 Kaptarko utca,XI,39,1,362.0,,,,,,,,0,,0.0,0,,,0.0,,,,,,,
 Thokoly utca,XX,28,1,287.0,3.0,3.0,,0.0,,1.0,,0,3.0,76.0,1,south-east,street,0.0,,0.0,1.0,1.0,allowed,1,
 Pesti ut 103.,XVII,33,1,347.0,5.0,3.0,,2.0,1.0,,1.0,0,1.0,76.0,0,,court,3.0,0.0,0.0,1.0,0.0,not allowed,1,1.0
 Vizivaros,II,82,2,695.0,5.0,,,3.0,1.0,,2.0,0,,0.0,0,south,street,0.0,,0.0,,,,,
 Amerikai ut,XIV,40,1,347.0,4.0,3.0,,1.0,1.0,3.0,1.0,0,2.0,0.0,0,,garden,2.0,0.0,0.0,0.0,1.0,allowed,1,
 Orczy ut,VIII,35,1,408.0,6.0,,,7.0,,2.0,,1,4.0,106.0,0,,,0.0,,,1.0,1.0,,,
 Lenhossek utca 13.,IX,41,1,483.0,6.0,,,2.0,1.0,,1.0,0,2.0,30.0,0,,street,7.0,0.0,0.0,1.0,,not allowed,,
 Belso-Terezvaros,VI,47,1,483.0,4.0,,,4.0,1.0,,2.0,0,,0.0,0,west,street,0.0,,0.0,,,,,
 Bihari utca 14.,X,35,1,362.0,4.0,,,1.0,0.0,2.0,1.0,0,3.0,0.0,0,west,,0.0,,0.0,,1.0,not allowed,,
 Varoskuti koz,XII,78,4,876.0,5.0,3.0,,2.0,,,,1,2.0,0.0,0,south,panoramic,8.0,,0.0,1.0,1.0,,1,
 Vizisport utca,XX,60,2,423.0,5.0,3.0,17,2.0,0.0,4.0,1.0,0,4.0,0.0,0,west,garden,0.0,0.0,0.0,1.0,1.0,,0,
 Victor Hugo utca,XIII,130,3,964.0,5.0,4.0,,0.5,,,2.0,1,3.0,151.0,0,,street,0.0,,1.0,1.0,,,0,
 Kalaszi koz,III,120,3,1269.0,5.0,4.0,,1.0,0.0,2.0,,1,4.0,45.0,0,,court,8.0,,,1.0,0.0,,0,
 Zsokavar utca 45.,XV,20,1,151.0,,,,,1.0,,,0,4.0,76.0,0,,,0.0,,0.0,,0.0,not allowed,1,
 Krisztinavaros,XII,37,1,423.0,4.0,,,2.0,1.0,,,0,,0.0,0,north-west,street,3.0,,0.0,,,,,
 Kiraly utca,VII,32,1,483.0,5.0,3.0,,1.0,,2.0,2.0,1,4.0,30.0,0,,court,0.0,,,1.0,,,1,
 Csalogany utca,I,34,1,423.0,5.0,3.0,,1.0,0.0,,1.0,1,4.0,0.0,0,,,2.0,,0.0,1.0,,,,
 Kalotaszeg utca,XI,41,1,393.0,,,,,,,,0,,0.0,0,,,0.0,,,,,,,
 II. Janos Pal papa ter 2.,VIII,27,1,457.0,5.0,3.0,,0.0,,,,1,4.0,72.0,0,south,court,0.0,1.0,,1.0,0.0,not allowed,,
 Pesti ut,XVII,38,1,317.0,5.0,,,1.0,0.0,,,0,3.0,76.0,0,south,court,2.0,,,,,,1,0.0
 Palinkas Antal utca,XI,45,2,695.0,6.0,3.0,,3.0,1.0,5.0,1.0,1,4.0,91.0,1,,garden,9.0,0.0,0.0,1.0,0.0,not allowed,0,
 Brody Sandor utca,VIII,55,2,598.0,5.0,3.0,,5.0,1.0,5.0,1.0,0,4.0,0.0,0,south-east,street,8.0,0.0,0.0,1.0,0.0,not allowed,,
 Belso-Ferencvaros,IX,105,3,1480.0,5.0,,,1.0,1.0,,2.0,0,,0.0,0,south-west,street,0.0,,0.0,,,,,
 Romaifurdo  Pok utcai lakotelep,III,80,3,755.0,5.0,3.0,,2.0,0.0,4.0,1.0,1,1.0,0.0,0,south-west,garden,6.0,0.0,0.0,,0.0,not allowed,1,0.0
 Kelemen Laszlo utca 2/III,II,40,1,362.0,4.0,,,1.0,0.0,3.0,,0,3.0,76.0,0,,garden,0.0,,0.0,1.0,1.0,not allowed,1,
 Ulloi ut,XVIII,43,1,453.0,4.0,3.0,,1.0,0.0,4.0,,1,4.0,91.0,0,south-east,court,0.0,0.0,,1.0,,not allowed,1,
 Becko utca,XIV,49,2,483.0,6.0,3.0,,2.0,0.0,4.0,2.0,1,4.0,0.0,0,south-east,garden,8.0,0.0,0.0,1.0,0.0,not allowed,1,
 Varoshaz utca,V,64,2,755.0,5.0,,,2.0,1.0,3.0,2.0,0,4.0,0.0,0,east,street,0.0,,0.0,1.0,1.0,not allowed,0,
 Fanyarka utca,III,62,3,664.0,5.0,3.0,,0.0,1.0,3.0,1.0,1,4.0,0.0,0,west,garden,13.0,1.0,,1.0,0.0,not allowed,0,
 Bukarest utca,XI,80,4,695.0,4.0,,,2.0,1.0,,2.0,0,,0.0,0,south-west,street,3.0,,0.0,,,,,
 Erdosor ut,IV,67,3,544.0,5.0,3.0,,7.0,1.0,10.0,,0,4.0,76.0,0,,panoramic,8.0,0.0,,1.0,0.0,,0,
 Bokreta utca,IX,22,1,332.0,5.0,3.0,,0.5,1.0,4.0,,0,4.0,76.0,0,south-west,garden,0.0,,0.0,1.0,,not allowed,0,
 Garay utca 11.,VII,47,1,362.0,,,,,,,,0,,0.0,0,,,0.0,,,,,,,
 Kulso-Erzsebetvaros  Ligetvaros,VII,35,1,453.0,4.0,,,0.0,0.0,,2.0,0,,0.0,0,east,court,0.0,,0.0,,,,,
 Bem Jozsef utca,II,65,2,609.0,5.0,,,5.0,1.0,5.0,,1,1.0,0.0,1,,,6.0,,,1.0,1.0,,,
 Hogyes Endre utca,IX,53,2,453.0,5.0,3.0,,2.0,1.0,4.0,,0,4.0,45.0,0,south-west,court,0.0,0.0,,1.0,1.0,,0,
 Szuglo utca,XIV,43,2,438.0,6.0,3.0,,3.0,1.0,6.0,1.0,1,1.0,0.0,1,south,garden,7.0,0.0,0.0,1.0,,not allowed,,
 Erno utca 30-34,IX,38,1,423.0,,,,,,,,0,,0.0,0,,,0.0,,,,,,,
 Kenyeres utca 41.,III,50,2,423.0,,,,,,,,0,,0.0,0,,,0.0,,,,,,,
 Lehel utca,XIII,75,3,631.0,4.0,3.0,,2.0,0.0,4.0,1.0,1,1.0,0.0,0,,street,0.0,0.0,,1.0,,,1,
 Varosmajor utca,XII,87,3,1057.0,4.0,,,4.0,1.0,,,1,3.0,0.0,1,,panoramic,0.0,,,1.0,1.0,not allowed,0,
 Bimbo ut 78.,II,68,2,695.0,4.0,3.0,,0.0,1.0,3.0,1.0,0,2.0,60.0,0,south-west,garden,20.0,1.0,0.0,1.0,1.0,,0,
 Kassai utca,IV,35,1,423.0,5.0,3.0,,10.0,1.0,10.0,1.0,0,1.0,0.0,0,,panoramic,0.0,,,,0.0,not allowed,1,
 Parkany utca,XIII,58,1,544.0,4.0,3.0,,3.0,1.0,10.0,,0,,0.0,0,,panoramic,0.0,,,,,,0,
 Rozsa utca,VI,120,3,211.0,4.0,3.0,,,1.0,,,0,,0.0,0,,court,0.0,,0.0,,,not allowed,0,
 Martonhegyi ut,XII,44,1,453.0,5.0,3.0,,0.0,,3.0,,0,2.0,76.0,0,,panoramic,0.0,1.0,0.0,1.0,1.0,,1,
 Fogado utca,X,40,1,483.0,,,,,,,,0,,0.0,0,,,3.0,,,,,,,
 Illyes Gyula utca,XV,50,1,483.0,5.0,3.0,,4.0,,4.0,1.0,1,4.0,0.0,0,,court,2.0,,0.0,1.0,,,1,
 Vizafogo setany,XIII,46,2,634.0,5.0,3.0,,6.0,1.0,9.0,1.0,1,4.0,45.0,1,east,street,5.0,,0.0,1.0,1.0,not allowed,,
 Peterdy utca,VII,26,1,378.0,4.0,3.0,,1.0,,3.0,,0,4.0,76.0,0,,court,0.0,,,1.0,,not allowed,0,
 Gat utca,IX,25,1,287.0,5.0,,,0.0,0.0,4.0,1.0,0,1.0,0.0,0,,court,0.0,,,1.0,0.0,not allowed,0,
 Bajcsy-Zsilinszky ut,VI,90,2,1116.0,5.0,,,1.0,1.0,,2.0,1,1.0,57.0,0,,street,10.0,,,1.0,0.0,not allowed,,
 Ozgida utca,II,53,2,423.0,4.0,3.0,,2.0,0.0,4.0,,0,,0.0,0,south-west,,6.0,,,1.0,,,1,
 Fejer Lipot utca,XI,44,2,423.0,5.0,,,1.0,1.0,,1.0,0,,0.0,0,,,0.0,,,1.0,,,1,
 Matroz utca,III,48,2,423.0,5.0,3.0,,1.0,1.0,10.0,,0,,0.0,0,,,4.0,,,,,,,
 Bocskai ut 46-48,XI,54,2,453.0,,,,,,,,0,,76.0,0,,,3.0,,,,,,,
 Kulso Szilagyi ut,IV,37,1,302.0,,,,,,,,0,,0.0,0,,,4.0,,,,,,,
 Pannonia utca,XIII,46,1,574.0,5.0,3.0,,6.0,1.0,,1.0,1,4.0,60.0,0,,street,6.0,0.0,,1.0,0.0,not allowed,1,
 Varsanyi udvar,II,43,1,604.0,5.0,3.0,,6.0,1.0,7.0,2.0,1,4.0,0.0,0,south,panoramic,0.0,0.0,0.0,1.0,0.0,not allowed,0,
 Honved utca,V,91,3,1018.0,5.0,4.0,,3.0,1.0,5.0,,1,1.0,91.0,0,,street,0.0,,0.0,1.0,,not allowed,0,
 Belso-Terezvaros,VI,41,2,574.0,4.0,3.0,,1.0,1.0,4.0,,0,4.0,45.0,0,,court,0.0,,,1.0,,,0,
 Martonhegy,XII,60,2,846.0,5.0,3.0,,4.0,1.0,4.0,1.0,0,4.0,30.0,1,south-east,panoramic,20.0,,0.0,1.0,0.0,not allowed,0,
 Szeremi sor,XI,41,2,468.0,5.0,,,7.0,1.0,7.0,1.0,1,3.0,0.0,0,south-east,street,0.0,0.0,,1.0,,,0,
 Belso-Ferencvaros,IX,26,1,423.0,5.0,3.0,,0.5,0.0,3.0,2.0,0,,0.0,0,east,court,0.0,0.0,0.0,1.0,0.0,not allowed,0,
 Kapucinus utca,I,57,2,513.0,5.0,3.0,,1.0,1.0,3.0,1.0,0,4.0,91.0,1,,street,0.0,0.0,0.0,1.0,0.0,not allowed,0,
 Kasza utca,XVII,16,1,242.0,3.0,3.0,,,,,1.0,0,3.0,0.0,0,west,street,0.0,1.0,,1.0,,,1,
 Horvat utca 2.,II,55,2,483.0,4.0,3.0,,6.0,1.0,9.0,1.0,0,4.0,63.0,0,east,street,8.0,,0.0,1.0,0.0,not allowed,,
 Kerepesi ut 78/h,XIV,33,1,332.0,4.0,3.0,,1.0,0.0,3.0,,0,4.0,76.0,0,,street,0.0,,,,0.0,,0,
 Kanai ut,XI,60,2,816.0,5.0,3.0,,2.0,1.0,4.0,1.0,1,4.0,0.0,1,south-east,panoramic,10.0,0.0,0.0,1.0,0.0,not allowed,0,
 Nagymezo utca,VI,32,1,453.0,5.0,3.0,,1.0,1.0,4.0,2.0,0,4.0,24.0,0,south,court,0.0,0.0,0.0,1.0,0.0,not allowed,0,
 Szepilona,II,40,1,362.0,3.0,3.0,,0.0,0.0,4.0,1.0,0,4.0,106.0,0,south-west,garden,6.0,0.0,0.0,1.0,,,0,
 Keleti Karoly utca 17.,II,45,1,483.0,5.0,3.0,,1.0,0.0,3.0,2.0,0,4.0,91.0,0,,garden,2.0,0.0,0.0,1.0,0.0,,0,
 Csengery utca,VI,30,1,483.0,5.0,,,1.0,1.0,,2.0,0,,0.0,0,east,court,0.0,,0.0,,,,,
 Kaszasdulo utca,III,51,2,393.0,,,,,,,,0,,0.0,0,,,5.0,,,,,,,
 Franklin utca 2.,I,60,3,574.0,,,,,,,,0,,0.0,0,,,5.0,,,,,,,
 Angyalfold  Loportardulo,XIII,42,1,423.0,5.0,3.0,,6.0,1.0,,1.0,1,4.0,0.0,0,,street,0.0,,0.0,1.0,0.0,not allowed,0,
 Paulay Ede utca 65.,VI,75,2,1319.0,5.0,3.0,,6.0,1.0,7.0,1.0,1,4.0,0.0,0,,court,6.0,,,1.0,0.0,,0,
 Cserto utca 18-20,XIV,46,1,362.0,4.0,,,5.0,,,,0,4.0,106.0,0,,,0.0,,,,,,,
 Loportar utca,XIII,55,1,513.0,,,,,,,,0,,0.0,0,,,0.0,,,,,,,
 Kapas utca 21.,II,50,2,755.0,6.0,5.0,,3.0,1.0,8.0,,1,4.0,121.0,0,,garden,5.0,0.0,0.0,1.0,0.0,not allowed,,
 Kulso-Terezvaros,VI,57,2,483.0,5.0,,,3.0,0.0,,,0,,0.0,0,west,,0.0,,0.0,,,,,
 Hunyadi Janos ut,I,45,2,604.0,4.0,,,0.5,0.0,,1.0,0,,0.0,0,north-west,,0.0,,0.0,,,,,
 Visegradi utca 69.,XIII,52,2,513.0,5.0,3.0,,3.0,0.0,4.0,1.0,0,3.0,0.0,0,south-east,garden,0.0,,0.0,1.0,0.0,not allowed,0,
 Kulso-Terezvaros,VI,28,1,423.0,5.0,,,0.0,1.0,,2.0,0,,0.0,0,south-west,court,0.0,,0.0,,,,,
 Jokai utca,VI,45,1,601.0,5.0,,,1.0,0.0,,2.0,0,,0.0,0,north-west,street,0.0,,0.0,,,,,
 Angyalfold  Orszagbiro utcai lakotelep,XIII,41,2,513.0,6.0,3.0,,4.0,1.0,,1.0,0,,0.0,1,,garden,8.0,,0.0,1.0,0.0,,0,
 Kelenfold,XI,60,2,483.0,5.0,3.0,,2.0,1.0,6.0,1.0,1,3.0,0.0,0,,garden,6.0,0.0,0.0,1.0,,,0,
 Pesti ut,XVII,48,1,423.0,4.0,2.0,,5.0,0.0,5.0,,0,3.0,91.0,0,,street,0.0,0.0,,1.0,0.0,,0,
 Herzen utca 3.,XIII,24,1,362.0,,,,,,,,0,,0.0,0,,,8.0,,,,,,,
 Ormezoi lakotelep,XI,75,2,483.0,4.0,3.0,,3.0,1.0,10.0,1.0,1,1.0,60.0,0,,panoramic,6.0,,,1.0,0.0,not allowed,1,1.0
 Nagy Lajos kiraly utja,XIV,60,2,438.0,4.0,3.0,,3.0,,5.0,2.0,0,3.0,0.0,0,south,,0.0,,0.0,1.0,1.0,,,
 Vezer utca,XIV,49,2,483.0,5.0,,,10.0,,10.0,,0,3.0,60.0,0,south,panoramic,4.0,,,,0.0,,0,
 Jasz utca,XIII,45,1,529.0,5.0,,,,,,,0,3.0,30.0,0,,,2.0,,,,,,,
 Harrer Pal utca,III,50,2,558.0,4.0,,,3.0,,,,0,4.0,0.0,0,,,0.0,,,1.0,,,,
 Gyertyalang utca,IV,56,1,483.0,,,,,,,,0,,30.0,0,,,4.0,,,,,,,
 Gizella ut,XIV,42,1,332.0,4.0,3.0,,0.5,0.0,3.0,1.0,0,4.0,91.0,0,west,garden,0.0,0.0,0.0,1.0,0.0,not allowed,0,
 Gyarduloi lakotelep,X,50,1,468.0,5.0,3.0,,3.0,0.0,3.0,1.0,0,3.0,0.0,0,south,street,0.0,0.0,0.0,1.0,0.0,not allowed,0,
 Handzsar utca,XIV,12,1,211.0,,,,,,,,0,,0.0,0,,,0.0,,,,,,,
 Orlo utca,III,48,2,453.0,3.0,3.0,,0.0,0.0,4.0,1.0,0,1.0,0.0,0,south-west,garden,10.0,0.0,0.0,1.0,0.0,not allowed,1,0.0
 Villanyi ut 55.,XI,50,2,453.0,4.0,,,0.0,,4.0,1.0,0,4.0,0.0,0,,court,0.0,0.0,,1.0,0.0,not allowed,0,
 Ors vezer tere,XIV,53,2,362.0,3.0,3.0,,1.0,0.0,4.0,1.0,0,4.0,76.0,0,west,,1.0,0.0,0.0,,0.0,not allowed,,
 Szentimrey utca,X,50,1,423.0,,,,,,,,0,,0.0,0,,,0.0,,,,,,,
 Cibakhaza utca,XVI,29,1,393.0,4.0,3.0,,0.5,0.0,2.0,,1,4.0,0.0,0,south,garden,0.0,0.0,1.0,1.0,0.0,not allowed,1,
 Gogol utca,XIII,32,1,362.0,4.0,3.0,,1.0,0.0,3.0,2.0,0,3.0,45.0,0,south,street,0.0,0.0,0.0,1.0,1.0,,0,
